,City,County,State
20798,Battiest,Mccurtain County,OK
20799,Beaver,Beaver County,OK
20800,Beggs,Okmulgee County,OK
20801,Bennington,Bryan County,OK
20802,Bessie,Washita County,OK
20803,Bethany,Oklahoma County,OK
20804,Bethel,Mccurtain County,OK
20805,Big Cabin,Craig County,OK
20806,Billings,Noble County,OK
20807,Binger,Caddo County,OK
20808,Bison,Garfield County,OK
20809,Bixby,Tulsa County,OK
20810,Blackwell,Kay County,OK
20811,Blair,Jackson County,OK
20812,Blanchard,Mcclain County,OK
20813,Blanco,Pittsburg County,OK
20814,Blocker,Pittsburg County,OK
20815,Bluejacket,Craig County,OK
20816,Boise City,Cimarron County,OK
20817,Bokchito,Bryan County,OK
20818,Bokoshe,Le Flore County,OK
20819,Boley,Okfuskee County,OK
20820,Boswell,Choctaw County,OK
20821,Bowlegs,Seminole County,OK
20822,Bowring,Osage County,OK
20823,Boynton,Muskogee County,OK
20824,Bradley,Grady County,OK
20825,Braggs,Muskogee County,OK
20826,Braman,Kay County,OK
20827,Bray,Stephens County,OK
20828,Bristow,Creek County,OK
20829,Broken Arrow,Tulsa County,OK
20831,Broken Bow,Mccurtain County,OK
20832,Bromide,Johnston County,OK
20833,Buffalo,Harper County,OK
20834,Bunch,Adair County,OK
20835,Burbank,Osage County,OK
20836,Burlington,Alfalfa County,OK
20837,Burneyville,Love County,OK
20838,Burns Flat,Washita County,OK
20839,Butler,Custer County,OK
20840,Byars,Mcclain County,OK
20841,Cache,Comanche County,OK
20842,Caddo,Bryan County,OK
20843,Calera,Bryan County,OK
20844,Calumet,Canadian County,OK
20845,Calvin,Hughes County,OK
20846,Camargo,Dewey County,OK
20847,Cameron,Le Flore County,OK
20848,Canadian,Pittsburg County,OK
20849,Caney,Atoka County,OK
20850,Canton,Blaine County,OK
20851,Canute,Washita County,OK
20852,Cardin,Ottawa County,OK
20853,Carmen,Alfalfa County,OK
20854,Carnegie,Caddo County,OK
20855,Carney,Lincoln County,OK
20856,Carrier,Garfield County,OK
20857,Carter,Beckham County,OK
20858,Cartwright,Bryan County,OK
20859,Cashion,Kingfisher County,OK
20860,Castle,Okfuskee County,OK
20861,Catoosa,Rogers County,OK
20862,Cement,Caddo County,OK
20863,Centrahoma,Coal County,OK
20864,Chandler,Lincoln County,OK
20865,Chattanooga,Comanche County,OK
20866,Checotah,Mcintosh County,OK
20867,Chelsea,Rogers County,OK
20868,Cherokee,Alfalfa County,OK
20869,Chester,Major County,OK
20870,Cheyenne,Roger Mills County,OK
20871,Chickasha,Grady County,OK
20872,Choctaw,Oklahoma County,OK
20873,Chouteau,Mayes County,OK
20874,Claremore,Rogers County,OK
20875,Clarita,Coal County,OK
20876,Clayton,Pushmataha County,OK
20877,Cleo Springs,Major County,OK
20878,Cleveland,Pawnee County,OK
20879,Clinton,Custer County,OK
20880,Coalgate,Coal County,OK
20881,Colbert,Bryan County,OK
20882,Colcord,Delaware County,OK
20883,Coleman,Johnston County,OK
20884,Collinsville,Tulsa County,OK
20885,Colony,Washita County,OK
20886,Comanche,Stephens County,OK
20887,Commerce,Ottawa County,OK
20888,Concho,Canadian County,OK
20889,Connerville,Johnston County,OK
20890,Cookson,Cherokee County,OK
20891,Copan,Washington County,OK
20892,Cordell,Washita County,OK
20893,Corn,Washita County,OK
20894,Council Hill,Muskogee County,OK
20895,Countyline,Stephens County,OK
20896,Covington,Garfield County,OK
20897,Coweta,Wagoner County,OK
20898,Coyle,Logan County,OK
20899,Crawford,Roger Mills County,OK
20900,Crescent,Logan County,OK
20901,Cromwell,Seminole County,OK
20902,Crowder,Pittsburg County,OK
20903,Cushing,Payne County,OK
20904,Custer City,Custer County,OK
20905,Cyril,Caddo County,OK
20906,Dacoma,Woods County,OK
20907,Daisy,Atoka County,OK
20908,Davenport,Lincoln County,OK
20909,Davidson,Tillman County,OK
20910,Davis,Murray County,OK
20911,Deer Creek,Grant County,OK
20912,Delaware,Nowata County,OK
20913,Depew,Creek County,OK
20914,Devol,Cotton County,OK
20915,Dewar,Okmulgee County,OK
20916,Dewey,Washington County,OK
20917,Dibble,Mcclain County,OK
20918,Dill City,Washita County,OK
20919,Disney,Mayes County,OK
20920,Dougherty,Murray County,OK
20921,Douglas,Garfield County,OK
20922,Dover,Kingfisher County,OK
20923,Drummond,Garfield County,OK
20924,Drumright,Creek County,OK
20925,Duke,Jackson County,OK
20926,Duncan,Stephens County,OK
20927,Durant,Bryan County,OK
20928,Durham,Roger Mills County,OK
20929,Dustin,Hughes County,OK
20930,Eagletown,Mccurtain County,OK
20931,Eakly,Caddo County,OK
20932,Earlsboro,Pottawatomie County,OK
20933,Edmond,Oklahoma County,OK
20934,El Reno,Canadian County,OK
20935,Eldorado,Jackson County,OK
20936,Elgin,Comanche County,OK
20937,Elk City,Beckham County,OK
20938,Elmer,Jackson County,OK
20939,Elmore City,Garvin County,OK
20940,Enid,Garfield County,OK
20941,Erick,Beckham County,OK
20942,Eucha,Delaware County,OK
20943,Eufaula,Mcintosh County,OK
20944,Fairfax,Osage County,OK
20945,Fairland,Ottawa County,OK
20946,Fairmont,Garfield County,OK
20947,Fairview,Major County,OK
20948,Fanshawe,Le Flore County,OK
20949,Fargo,Ellis County,OK
20950,Faxon,Comanche County,OK
20951,Fay,Dewey County,OK
20952,Felt,Cimarron County,OK
20953,Finley,Pushmataha County,OK
20954,Fittstown,Pontotoc County,OK
20955,Fitzhugh,Pontotoc County,OK
20956,Fletcher,Comanche County,OK
20957,Forgan,Beaver County,OK
20958,Fort Cobb,Caddo County,OK
20959,Fort Gibson,Muskogee County,OK
20960,Fort Sill,Comanche County,OK
20961,Fort Supply,Woodward County,OK
20962,Fort Towson,Choctaw County,OK
20963,Foss,Washita County,OK
20964,Foster,Stephens County,OK
20965,Fox,Carter County,OK
20966,Foyil,Rogers County,OK
20967,Francis,Pontotoc County,OK
20968,Frederick,Tillman County,OK
20969,Freedom,Woods County,OK
20970,Gage,Ellis County,OK
20971,Gans,Sequoyah County,OK
20972,Garber,Garfield County,OK
20973,Garvin,Mccurtain County,OK
20974,Gate,Beaver County,OK
20975,Geary,Blaine County,OK
20976,Gene Autry,Carter County,OK
20977,Geronimo,Comanche County,OK
20978,Glencoe,Payne County,OK
20979,Glenpool,Tulsa County,OK
20980,Golden,Mccurtain County,OK
20981,Goltry,Alfalfa County,OK
20982,Goodwell,Texas County,OK
20983,Gore,Sequoyah County,OK
20984,Gotebo,Kiowa County,OK
20985,Gould,Harmon County,OK
20986,Gowen,Latimer County,OK
20987,Gracemont,Caddo County,OK
20988,Graham,Carter County,OK
20989,Grandfield,Tillman County,OK
20990,Granite,Greer County,OK
20991,Grant,Choctaw County,OK
20992,Greenfield,Blaine County,OK
20993,Grove,Delaware County,OK
20994,Guthrie,Logan County,OK
20995,Guymon,Texas County,OK
20996,Haileyville,Pittsburg County,OK
20997,Hallett,Pawnee County,OK
20998,Hammon,Roger Mills County,OK
20999,Hanna,Mcintosh County,OK
21000,Hardesty,Texas County,OK
21001,Harrah,Oklahoma County,OK
21002,Hartshorne,Pittsburg County,OK
21003,Haskell,Muskogee County,OK
21004,Hastings,Jefferson County,OK
21005,Haworth,Mccurtain County,OK
21006,Headrick,Jackson County,OK
21007,Healdton,Carter County,OK
21008,Heavener,Le Flore County,OK
21009,Helena,Alfalfa County,OK
21010,Hendrix,Bryan County,OK
21011,Hennepin,Garvin County,OK
21012,Hennessey,Kingfisher County,OK
21013,Henryetta,Okmulgee County,OK
21014,Hillsdale,Garfield County,OK
21015,Hinton,Caddo County,OK
21016,Hitchcock,Blaine County,OK
21017,Hitchita,Mcintosh County,OK
21018,Hobart,Kiowa County,OK
21019,Hodgen,Le Flore County,OK
21020,Holdenville,Hughes County,OK
21021,Hollis,Harmon County,OK
21022,Hollister,Tillman County,OK
21023,Hominy,Osage County,OK
21024,Honobia,Le Flore County,OK
21025,Hooker,Texas County,OK
21026,Hopeton,Woods County,OK
21027,Howe,Le Flore County,OK
21028,Hoyt,Haskell County,OK
21029,Hugo,Choctaw County,OK
21030,Hulbert,Cherokee County,OK
21031,Hunter,Garfield County,OK
21032,Hydro,Caddo County,OK
21033,Idabel,Mccurtain County,OK
21034,Indiahoma,Comanche County,OK
21035,Indianola,Pittsburg County,OK
21036,Inola,Rogers County,OK
21037,Isabella,Major County,OK
21038,Jay,Delaware County,OK
21039,Jenks,Tulsa County,OK
21040,Jennings,Pawnee County,OK
21041,Jet,Alfalfa County,OK
21042,Jones,Oklahoma County,OK
21043,Kansas,Delaware County,OK
21044,Kaw City,Kay County,OK
21045,Kellyville,Creek County,OK
21046,Kemp,Bryan County,OK
21047,Kenefic,Bryan County,OK
21048,Kenton,Cimarron County,OK
21049,Keota,Haskell County,OK
21050,Ketchum,Mayes County,OK
21051,Keyes,Cimarron County,OK
21052,Kiefer,Creek County,OK
21053,Kingfisher,Kingfisher County,OK
21054,Kingston,Marshall County,OK
21055,Kinta,Haskell County,OK
21056,Kiowa,Pittsburg County,OK
21057,Knowles,Beaver County,OK
21058,Konawa,Seminole County,OK
21059,Krebs,Pittsburg County,OK
21060,Kremlin,Garfield County,OK
21061,Lahoma,Garfield County,OK
21062,Lamar,Hughes County,OK
21063,Lamont,Grant County,OK
21064,Lane,Atoka County,OK
21065,Langley,Mayes County,OK
21066,Langston,Logan County,OK
21067,Laverne,Harper County,OK
21068,Lawton,Comanche County,OK
21069,Lebanon,Marshall County,OK
21070,Leedey,Dewey County,OK
21071,Leflore,Le Flore County,OK
21072,Lehigh,Coal County,OK
21073,Lenapah,Nowata County,OK
21074,Leon,Love County,OK
21075,Leonard,Tulsa County,OK
21076,Lequire,Haskell County,OK
21077,Lexington,Cleveland County,OK
21078,Lindsay,Garvin County,OK
21079,Loco,Stephens County,OK
21080,Locust Grove,Mayes County,OK
21081,Lone Grove,Carter County,OK
21082,Lone Wolf,Kiowa County,OK
21083,Longdale,Blaine County,OK
21084,Lookeba,Caddo County,OK
21085,Loveland,Tillman County,OK
21086,Loyal,Kingfisher County,OK
21087,Lucien,Noble County,OK
21088,Luther,Oklahoma County,OK
21089,Macomb,Pottawatomie County,OK
21090,Madill,Marshall County,OK
21091,Manchester,Grant County,OK
21092,Mangum,Greer County,OK
21093,Manitou,Tillman County,OK
21094,Mannford,Creek County,OK
21095,Mannsville,Johnston County,OK
21096,Maramec,Pawnee County,OK
21097,Marble City,Sequoyah County,OK
21098,Marietta,Love County,OK
21099,Marland,Noble County,OK
21100,Marlow,Stephens County,OK
21101,Marshall,Logan County,OK
21102,Martha,Jackson County,OK
21103,Maud,Pottawatomie County,OK
21104,May,Harper County,OK
21105,Maysville,Garvin County,OK
21106,Mcalester,Pittsburg County,OK
21107,Mccurtain,Haskell County,OK
21108,Mcloud,Pottawatomie County,OK
21109,Mead,Bryan County,OK
21110,Medford,Grant County,OK
21111,Medicine Park,Comanche County,OK
21112,Meeker,Lincoln County,OK
21113,Meers,Comanche County,OK
21114,Meno,Major County,OK
21115,Meridian,Logan County,OK
21116,Miami,Ottawa County,OK
21117,Milburn,Johnston County,OK
21118,Milfay,Creek County,OK
21119,Mill Creek,Johnston County,OK
21120,Millerton,Mccurtain County,OK
21121,Minco,Grady County,OK
21122,Moffett,Sequoyah County,OK
21123,Monroe,Le Flore County,OK
21124,Moodys,Cherokee County,OK
21125,Mooreland,Woodward County,OK
21126,Morris,Okmulgee County,OK
21127,Morrison,Noble County,OK
21128,Mounds,Creek County,OK
21129,Mountain Park,Kiowa County,OK
21130,Mountain View,Kiowa County,OK
21131,Moyers,Pushmataha County,OK
21132,Muldrow,Sequoyah County,OK
21133,Mulhall,Logan County,OK
21134,Muse,Le Flore County,OK
21135,Muskogee,Muskogee County,OK
21136,Mustang,Canadian County,OK
21137,Mutual,Woodward County,OK
21138,Nardin,Kay County,OK
21139,Nash,Grant County,OK
21140,Nashoba,Pushmataha County,OK
21141,Newalla,Oklahoma County,OK
21142,Newcastle,Mcclain County,OK
21143,Newkirk,Kay County,OK
21144,Nicoma Park,Oklahoma County,OK
21145,Ninnekah,Grady County,OK
21146,Noble,Cleveland County,OK
21147,Norman,Cleveland County,OK
21148,North Miami,Ottawa County,OK
21149,Nowata,Nowata County,OK
21150,Oakhurst,Tulsa County,OK
21151,Oaks,Delaware County,OK
21152,Oakwood,Dewey County,OK
21153,Ochelata,Washington County,OK
21154,Oilton,Creek County,OK
21155,Okarche,Canadian County,OK
21156,Okay,Wagoner County,OK
21157,Okeene,Blaine County,OK
21158,Okemah,Okfuskee County,OK
21159,Oklahoma City,Cleveland County,OK
21161,Okmulgee,Okmulgee County,OK
21162,Oktaha,Muskogee County,OK
21163,Olustee,Jackson County,OK
21164,Omega,Kingfisher County,OK
21165,Oologah,Rogers County,OK
21166,Orlando,Logan County,OK
21167,Osage,Osage County,OK
21168,Oscar,Jefferson County,OK
21169,Overbrook,Love County,OK
21170,Owasso,Tulsa County,OK
21171,Paden,Okfuskee County,OK
21172,Panama,Le Flore County,OK
21173,Panola,Latimer County,OK
21174,Paoli,Garvin County,OK
21175,Park Hill,Cherokee County,OK
21176,Pauls Valley,Garvin County,OK
21177,Pawhuska,Osage County,OK
21178,Pawnee,Pawnee County,OK
21179,Peggs,Cherokee County,OK
21180,Perkins,Payne County,OK
21181,Pernell,Garvin County,OK
21182,Perry,Noble County,OK
21183,Picher,Ottawa County,OK
21184,Pickens,Mccurtain County,OK
21185,Piedmont,Canadian County,OK
21186,Pittsburg,Pittsburg County,OK
21187,Platter,Bryan County,OK
21188,Pocasset,Grady County,OK
21189,Pocola,Le Flore County,OK
21190,Ponca City,Kay County,OK
21191,Pond Creek,Grant County,OK
21192,Porter,Wagoner County,OK
21193,Porum,Muskogee County,OK
21194,Poteau,Le Flore County,OK
21195,Prague,Lincoln County,OK
21196,Preston,Okmulgee County,OK
21197,Proctor,Adair County,OK
21198,Prue,Osage County,OK
21199,Pryor,Mayes County,OK
21200,Purcell,Mcclain County,OK
21201,Putnam,Dewey County,OK
21202,Quapaw,Ottawa County,OK
21203,Quinton,Pittsburg County,OK
21204,Ralston,Pawnee County,OK
21205,Ramona,Washington County,OK
21206,Randlett,Cotton County,OK
21207,Ratliff City,Carter County,OK
21208,Rattan,Pushmataha County,OK
21209,Ravia,Johnston County,OK
21210,Red Oak,Latimer County,OK
21211,Red Rock,Noble County,OK
21212,Redbird,Wagoner County,OK
21213,Rentiesville,Mcintosh County,OK
21214,Reydon,Roger Mills County,OK
21215,Ringling,Jefferson County,OK
21216,Ringold,Mccurtain County,OK
21217,Ringwood,Major County,OK
21218,Ripley,Payne County,OK
21219,Rocky,Washita County,OK
21220,Roff,Pontotoc County,OK
21221,Roland,Sequoyah County,OK
21222,Roosevelt,Kiowa County,OK
21223,Rose,Mayes County,OK
21224,Rosston,Harper County,OK
21225,Rufe,Mccurtain County,OK
21226,Rush Springs,Grady County,OK
21227,Ryan,Jefferson County,OK
21228,S Coffeyville,Nowata County,OK
21229,Saint Louis,Pottawatomie County,OK
21230,Salina,Mayes County,OK
21231,Sallisaw,Sequoyah County,OK
21232,Sand Springs,Tulsa County,OK
21233,Sapulpa,Creek County,OK
21234,Sasakwa,Seminole County,OK
21235,Savanna,Pittsburg County,OK
21236,Sawyer,Choctaw County,OK
21237,Sayre,Beckham County,OK
21238,Schulter,Okmulgee County,OK
21239,Seiling,Dewey County,OK
21240,Seminole,Seminole County,OK
21241,Sentinel,Washita County,OK
21242,Shady Point,Le Flore County,OK
21243,Shamrock,Creek County,OK
21244,Sharon,Woodward County,OK
21245,Shattuck,Ellis County,OK
21246,Shawnee,Pottawatomie County,OK
21247,Shidler,Osage County,OK
21248,Skiatook,Tulsa County,OK
21249,Slick,Creek County,OK
21250,Smithville,Mccurtain County,OK
21251,Snow,Pushmataha County,OK
21252,Snyder,Kiowa County,OK
21253,Soper,Choctaw County,OK
21254,Southard,Blaine County,OK
21255,Sparks,Lincoln County,OK
21256,Spavinaw,Mayes County,OK
21257,Spencer,Oklahoma County,OK
21258,Spencerville,Choctaw County,OK
21259,Sperry,Tulsa County,OK
21260,Spiro,Le Flore County,OK
21261,Springer,Carter County,OK
21262,Sterling,Comanche County,OK
21263,Stidham,Mcintosh County,OK
21264,Stigler,Haskell County,OK
21265,Stillwater,Payne County,OK
21266,Stilwell,Adair County,OK
21267,Stonewall,Pontotoc County,OK
21268,Strang,Mayes County,OK
21269,Stratford,Garvin County,OK
21270,Stringtown,Atoka County,OK
21271,Stroud,Lincoln County,OK
21272,Stuart,Hughes County,OK
21273,Sulphur,Murray County,OK
21274,Sweetwater,Roger Mills County,OK
21275,Swink,Choctaw County,OK
21276,Taft,Muskogee County,OK
21277,Tahlequah,Cherokee County,OK
21278,Talala,Rogers County,OK
21279,Talihina,Le Flore County,OK
21280,Taloga,Dewey County,OK
21281,Tatums,Carter County,OK
21282,Tecumseh,Pottawatomie County,OK
21283,Temple,Cotton County,OK
21284,Terlton,Pawnee County,OK
21285,Terral,Jefferson County,OK
21286,Texhoma,Texas County,OK
21287,Texola,Beckham County,OK
21288,Thackerville,Love County,OK
21289,Thomas,Custer County,OK
21290,Tipton,Tillman County,OK
21291,Tishomingo,Johnston County,OK
21292,Tonkawa,Kay County,OK
21293,Tryon,Lincoln County,OK
21294,Tullahassee,Wagoner County,OK
21295,Tulsa,Creek County,OK
21298,Tupelo,Coal County,OK
21299,Turpin,Beaver County,OK
21300,Tuskahoma,Pushmataha County,OK
21301,Tussy,Carter County,OK
21302,Tuttle,Grady County,OK
21303,Twin Oaks,Delaware County,OK
21304,Tyrone,Texas County,OK
21305,Union City,Canadian County,OK
21306,Valliant,Mccurtain County,OK
21307,Velma,Stephens County,OK
21308,Vera,Washington County,OK
21309,Verden,Grady County,OK
21310,Vian,Sequoyah County,OK
21311,Vici,Dewey County,OK
21312,Vinita,Craig County,OK
21313,Vinson,Harmon County,OK
21314,Wagoner,Wagoner County,OK
21315,Wainwright,Muskogee County,OK
21316,Wakita,Grant County,OK
21317,Walters,Cotton County,OK
21318,Wanette,Pottawatomie County,OK
21319,Wann,Nowata County,OK
21320,Wapanucka,Johnston County,OK
21321,Wardville,Pittsburg County,OK
21322,Warner,Muskogee County,OK
21323,Washington,Mcclain County,OK
21324,Washita,Caddo County,OK
21325,Watonga,Blaine County,OK
21326,Watson,Mccurtain County,OK
21327,Watts,Adair County,OK
21328,Waukomis,Garfield County,OK
21329,Waurika,Jefferson County,OK
21330,Wayne,Mcclain County,OK
21331,Waynoka,Woods County,OK
21332,Weatherford,Custer County,OK
21333,Webbers Falls,Muskogee County,OK
21334,Welch,Craig County,OK
21335,Weleetka,Okfuskee County,OK
21336,Welling,Cherokee County,OK
21337,Wellston,Lincoln County,OK
21338,Westville,Adair County,OK
21339,Wetumka,Hughes County,OK
21340,Wewoka,Seminole County,OK
21341,Wheatland,Oklahoma County,OK
21342,Whitefield,Haskell County,OK
21343,Whitesboro,Le Flore County,OK
21344,Wilburton,Latimer County,OK
21345,Willow,Greer County,OK
21346,Wilson,Carter County,OK
21347,Wister,Le Flore County,OK
21348,Woodward,Woodward County,OK
21349,Wright City,Mccurtain County,OK
21350,Wyandotte,Ottawa County,OK
21351,Wynnewood,Garvin County,OK
21352,Wynona,Osage County,OK
21353,Yale,Payne County,OK
21354,Yukon,Canadian County,OK
21355,Adams,Umatilla County,OR
21356,Adel,Lake County,OR
21357,Adrian,Malheur County,OR
21358,Agness,Curry County,OR
21359,Albany,Linn County,OR
21360,Allegany,Coos County,OR
21361,Alsea,Benton County,OR
21362,Alvadore,Lane County,OR
21363,Amity,Yamhill County,OR
21364,Antelope,Wasco County,OR
21365,Arch Cape,Clatsop County,OR
21366,Arlington,Gilliam County,OR
21367,Arock,Malheur County,OR
21368,Ashland,Jackson County,OR
21369,Ashwood,Jefferson County,OR
21370,Astoria,Clatsop County,OR
21371,Athena,Umatilla County,OR
21372,Aumsville,Marion County,OR
21373,Aurora,Marion County,OR
21374,Azalea,Douglas County,OR
21375,Baker City,Baker County,OR
21376,Bandon,Coos County,OR
21377,Banks,Washington County,OR
21378,Bates,Grant County,OR
21379,Bay City,Tillamook County,OR
21380,Beatty,Klamath County,OR
21381,Beaver,Tillamook County,OR
21382,Beavercreek,Clackamas County,OR
21383,Beaverton,Washington County,OR
21384,Bend,Deschutes County,OR
21385,Blachly,Lane County,OR
21386,Blodgett,Benton County,OR
21387,Blue River,Lane County,OR
21388,Bly,Klamath County,OR
21389,Boardman,Morrow County,OR
21390,Bonanza,Klamath County,OR
21391,Boring,Clackamas County,OR
21392,Bridal Veil,Multnomah County,OR
21393,Bridgeport,Baker County,OR
21394,Brightwood,Clackamas County,OR
21395,Broadbent,Coos County,OR
21396,Brogan,Malheur County,OR
21397,Brookings,Curry County,OR
21398,Brothers,Deschutes County,OR
21399,Brownsville,Linn County,OR
21400,Burns,Harney County,OR
21401,Butte Falls,Jackson County,OR
21402,Buxton,Washington County,OR
21403,Camas Valley,Douglas County,OR
21404,Camp Sherman,Jefferson County,OR
21405,Canby,Clackamas County,OR
21406,Cannon Beach,Clatsop County,OR
21407,Canyon City,Grant County,OR
21408,Canyonville,Douglas County,OR
21409,Carlton,Yamhill County,OR
21410,Cascade Locks,Hood River County,OR
21411,Cascadia,Linn County,OR
21412,Cave Junction,Josephine County,OR
21413,Cayuse,Umatilla County,OR
21414,Central Point,Jackson County,OR
21415,Chemult,Klamath County,OR
21416,Cheshire,Lane County,OR
21417,Chiloquin,Klamath County,OR
21418,Christmas Valley,Lake County,OR
21419,Clackamas,Clackamas County,OR
21420,Clatskanie,Columbia County,OR
21421,Cloverdale,Tillamook County,OR
21422,Colton,Clackamas County,OR
21423,Columbia City,Columbia County,OR
21424,Condon,Gilliam County,OR
21425,Coos Bay,Coos County,OR
21426,Coquille,Coos County,OR
21427,Corbett,Multnomah County,OR
21428,Cornelius,Washington County,OR
21429,Corvallis,Benton County,OR
21430,Cottage Grove,Lane County,OR
21431,Cove,Union County,OR
21432,Crabtree,Linn County,OR
21433,Crane,Harney County,OR
21434,Crater Lake,Klamath County,OR
21435,Crawfordsville,Linn County,OR
21436,Crescent,Klamath County,OR
21437,Crescent Lake,Klamath County,OR
21438,Creswell,Lane County,OR
21439,Culp Creek,Lane County,OR
21440,Culver,Jefferson County,OR
21441,Curtin,Douglas County,OR
21442,Dairy,Klamath County,OR
21443,Dallas,Polk County,OR
21444,Days Creek,Douglas County,OR
21445,Dayton,Yamhill County,OR
21446,Dayville,Grant County,OR
21447,Deadwood,Lane County,OR
21448,Deer Island,Columbia County,OR
21449,Depoe Bay,Lincoln County,OR
21450,Detroit,Marion County,OR
21451,Dexter,Lane County,OR
21452,Diamond,Harney County,OR
21453,Dillard,Douglas County,OR
21454,Donald,Marion County,OR
21455,Dorena,Lane County,OR
21456,Drain,Douglas County,OR
21457,Drewsey,Harney County,OR
21458,Dufur,Wasco County,OR
21459,Dundee,Yamhill County,OR
21460,Durkee,Baker County,OR
21461,Eagle Creek,Clackamas County,OR
21462,Eagle Point,Jackson County,OR
21463,Echo,Umatilla County,OR
21464,Eddyville,Lincoln County,OR
21465,Elgin,Union County,OR
21466,Elkton,Douglas County,OR
21467,Elmira,Lane County,OR
21468,Enterprise,Wallowa County,OR
21469,Estacada,Clackamas County,OR
21470,Eugene,Lane County,OR
21471,Fairview,Multnomah County,OR
21472,Fall Creek,Lane County,OR
21473,Falls City,Polk County,OR
21474,Fields,Harney County,OR
21475,Florence,Lane County,OR
21476,Forest Grove,Washington County,OR
21477,Fort Klamath,Klamath County,OR
21478,Fort Rock,Lake County,OR
21479,Fossil,Wheeler County,OR
21480,Foster,Linn County,OR
21481,Fox,Grant County,OR
21482,Frenchglen,Harney County,OR
21483,Gales Creek,Washington County,OR
21484,Gardiner,Douglas County,OR
21485,Garibaldi,Tillamook County,OR
21486,Gaston,Washington County,OR
21487,Gates,Marion County,OR
21488,Gervais,Marion County,OR
21489,Gilchrist,Klamath County,OR
21490,Gladstone,Clackamas County,OR
21491,Glendale,Douglas County,OR
21492,Gleneden Beach,Lincoln County,OR
21493,Glide,Douglas County,OR
21494,Gold Beach,Curry County,OR
21495,Gold Hill,Jackson County,OR
21496,Government Camp,Clackamas County,OR
21497,Grand Ronde,Polk County,OR
21498,Grants Pass,Josephine County,OR
21499,Grass Valley,Sherman County,OR
21500,Gresham,Multnomah County,OR
21501,Haines,Baker County,OR
21502,Halfway,Baker County,OR
21503,Halsey,Linn County,OR
21504,Hammond,Clatsop County,OR
21505,Harper,Malheur County,OR
21506,Harrisburg,Linn County,OR
21507,Hebo,Tillamook County,OR
21508,Helix,Umatilla County,OR
21509,Heppner,Morrow County,OR
21510,Hereford,Baker County,OR
21511,Hermiston,Umatilla County,OR
21512,Hillsboro,Washington County,OR
21513,Hines,Harney County,OR
21514,Hood River,Hood River County,OR
21515,Hubbard,Marion County,OR
21516,Huntington,Baker County,OR
21517,Idanha,Marion County,OR
21518,Idleyld Park,Douglas County,OR
21519,Imbler,Union County,OR
21520,Imnaha,Wallowa County,OR
21521,Independence,Polk County,OR
21522,Ione,Morrow County,OR
21523,Ironside,Malheur County,OR
21524,Irrigon,Morrow County,OR
21525,Jacksonville,Jackson County,OR
21526,Jamieson,Malheur County,OR
21527,Jefferson,Marion County,OR
21528,John Day,Grant County,OR
21529,Jordan Valley,Malheur County,OR
21530,Joseph,Wallowa County,OR
21531,Junction City,Lane County,OR
21532,Juntura,Malheur County,OR
21533,Keizer,Marion County,OR
21534,Keno,Klamath County,OR
21535,Kent,Sherman County,OR
21536,Kerby,Josephine County,OR
21537,Kimberly,Grant County,OR
21538,Klamath Falls,Klamath County,OR
21539,La Grande,Union County,OR
21540,La Pine,Deschutes County,OR
21541,Lafayette,Yamhill County,OR
21542,Lake Oswego,Clackamas County,OR
21543,Lakeside,Coos County,OR
21544,Lakeview,Lake County,OR
21545,Langlois,Curry County,OR
21546,Lawen,Harney County,OR
21547,Lebanon,Linn County,OR
21548,Lexington,Morrow County,OR
21549,Lincoln City,Lincoln County,OR
21550,Logsden,Lincoln County,OR
21551,Long Creek,Grant County,OR
21552,Lorane,Lane County,OR
21553,Lostine,Wallowa County,OR
21554,Lowell,Lane County,OR
21555,Lyons,Linn County,OR
21556,Madras,Jefferson County,OR
21557,Malin,Klamath County,OR
21558,Manning,Washington County,OR
21559,Manzanita,Tillamook County,OR
21560,Mapleton,Lane County,OR
21561,Marcola,Lane County,OR
21562,Marion,Marion County,OR
21563,Marylhurst,Clackamas County,OR
21564,Maupin,Wasco County,OR
21565,Mcminnville,Yamhill County,OR
21566,Meacham,Umatilla County,OR
21567,Medford,Jackson County,OR
21568,Mehama,Marion County,OR
21569,Merlin,Josephine County,OR
21570,Merrill,Klamath County,OR
21571,Midland,Klamath County,OR
21572,Mikkalo,Gilliam County,OR
21573,Mill City,Linn County,OR
21574,Milton Freewater,Umatilla County,OR
21575,Mitchell,Wheeler County,OR
21576,Molalla,Clackamas County,OR
21577,Monmouth,Polk County,OR
21578,Monroe,Benton County,OR
21579,Monument,Grant County,OR
21580,Moro,Sherman County,OR
21581,Mosier,Wasco County,OR
21582,Mount Angel,Marion County,OR
21583,Mount Hood Parkdale,Hood River County,OR
21584,Mount Vernon,Grant County,OR
21585,Mulino,Clackamas County,OR
21586,Murphy,Josephine County,OR
21587,Myrtle Creek,Douglas County,OR
21588,Myrtle Point,Coos County,OR
21589,Nehalem,Tillamook County,OR
21590,Neotsu,Lincoln County,OR
21591,Neskowin,Tillamook County,OR
21592,Netarts,Tillamook County,OR
21593,New Pine Creek,Lake County,OR
21594,Newberg,Yamhill County,OR
21595,Newport,Lincoln County,OR
21596,North Bend,Coos County,OR
21597,North Plains,Washington County,OR
21598,North Powder,Union County,OR
21599,Norway,Coos County,OR
21600,Noti,Lane County,OR
